aah: aah
trustee: trustee
trustfulness: trustfulness
truth: truth,truths
truthful: truthful
tsar: tsar
tu: tu
tub: tub,tubs
tuck: tuck,tucked,tucking
tuesday: tuesday
tuft: tuft,tufts
tug: tug,tugged
tumble: tumbled
tumbler: tumbler,tumblers
tune: tune,tuned,tuning
tunic: tunics
turf: turf
turk: turk
turkey: turkey
turkish: turkish
turks: turks
turmoil: turmoil
turret: turrets
turreted: turreted
turtle: turtle
tutor: tutor,tutors
twang: twanging
twelfth: twelfth
twentieth: twentieth
twig: twigs
twinkle: twinkled
twirl: twirled,twirling
twist: twisted,twisting,twists
twitch: twitch,twitched
twitching: twitching
type: type,types
typhus: typhus
typically: typically
udder: udder
ugh: ugh
ugly: uglier,ugly
uhlan: uhlan,uhlans
uhlans: uhlans
ukrainian: ukrainian
ulterior: ulterior
unabashed: unabashed
unable: unable
unacceptable: unacceptable
unaccountable: unaccountable
unaccustomed: unaccustomed
unacknowledged: unacknowledged
unaffected: unaffected
unalterable: unalterable
unalterably: unalterably
unaltered: unaltered
unamiable: unamiable
unappreciated: unappreciated
unapproachability: unapproachability
unapproachable: unapproachable
unarmed: unarmed
unattainable: unattainable
unattractive: unattractive
unavoidable: unavoidable
unaware: unaware
unawares: unawares
unbearable: unbearable
unbecoming: unbecoming
unbelief: unbelief
unbend: unbent
unbounded: unbounded
unbroken: unbroken
unbutton: unbuttoned,unbuttoning
unbuttoned: unbuttoned
uncalled: uncalled
uncanny: uncanny
unceasingly: unceasingly
uncertain: uncertain
uncertainty: uncertainty
unchanged: unchanged
unchanging: unchanging
unchangingly: unchangingly
unclasp: unclasped
uncle: uncle
unclean: unclean
unclothed: unclothed
unclouded: unclouded
uncomfortable: uncomfortable
uncommonly: uncommonly
uncomplainingly: uncomplainingly
unconcern: unconcern
unconcerned: unconcerned
unconcernedly: unconcernedly
unconquerable: unconquerable
unconscious: unconscious
unconsciously: unconsciously
unconsciousness: unconsciousness
unconsidered: unconsidered
uncover: uncover,uncovered
uncovered: uncovered
uncross: uncrossing
unction: unction
uncut: uncut
undaunted: undaunted
undecided: undecided
undefended: undefended
undefined: undefined
underclothes: underclothes
underclothing: underclothing
undergraduate: undergraduate
undergrowth: undergrowth
underlip: underlip
undermine: undermined
undersized: undersized
understand: understand,understanding,understands,understood
understanding: understanding
understood: understood
undertake: undertake,undertaken,undertakes,undertaking,undertook
undertaker: undertakers
undertaking: undertaking
undertone: undertone
undeveloped: undeveloped
undismayed: undismayed
undisturbed: undisturbed
undivided: undivided
undoubtedly: undoubtedly
undress: undress,undressed,undressing
undressed: undressed
uneasily: uneasily
uneasiness: uneasiness
uneasy: uneasy
unendurable: unendurable
unequal: unequal
unerring: unerring
unescorted: unescorted
uneven: uneven
unevenly: unevenly
unexpected: unexpected
unexpectedly: unexpectedly
unexpectedness: unexpectedness
unexplained: unexplained
unexposed: unexposed
unfairly: unfairly
unfaithful: unfaithful
unfamiliar: unfamiliar
unfasten: unfastened
unfastened: unfastened
unfathomable: unfathomable
unfavorable: unfavorable
unfinished: unfinished
unflinching: unflinching
unfold: unfolded,unfolding
unfordable: unfordable
unfortunate: unfortunate,unfortunates
unfriendly: unfriendly
unfrocked: unfrocked
unfulfilled: unfulfilled
ungainly: ungainly
ungraceful: ungraceful
ungrateful: ungrateful
unhappiness: unhappiness
unhappy: unhappy
unharnessed: unharnessed
unheard: unheard
unheroic: unheroic
unhesitating: unhesitating
unhook: unhooked
unicorn: unicorn
uniform: uniform,uniforms
uniformed: uniformed
unimportance: unimportance
unimportant: unimportant
uninitiated: uninitiated
uninjured: uninjured
unintelligible: unintelligible
unintentional: unintentional
unintentionally: unintentionally
uninterested: uninterested
uninteresting: uninteresting
union: union
unique: unique
unison: unison
unit: units
unite: unite,united,unites,uniting
united: united
unity: unity
universal: universal
universe: universe
university: university
unjust: unjust
unjustly: unjustly
unkind: unkind
unknown: unknown
unleash: unleashed
unlicked: unlicked
unlimbered: unlimbered
unlimited: unlimited
unload: unload
unlock: unlocked
unlucky: unlucky
unmarried: unmarried
unmarry: unmarry
unmask: unmask
unmelted: unmelted
unmoved: unmoved
unnatural: unnatural
unnaturally: unnaturally
unnecessary: unnecessary
unnerved: unnerved
unnoticed: unnoticed
unobservant: unobservant
unobserved: unobserved
unobtrusive: unobtrusive
unobtrusively: unobtrusively
unpack: unpacking
unpardoned: unpardoned
unplastered: unplastered
unpleasant: unpleasant
unpleasantly: unpleasantly
unpleasantness: unpleasantness
unpolished: unpolished
unprofitable: unprofitable
unprovoked: unprovoked
unquestionable: unquestionable
unquestionably: unquestionably
unravel: unraveled
unreasonable: unreasonable
unreasoning: unreasoning
unrelated: unrelated
unrestrainable: unrestrainable
unrestrained: unrestrained
unsatisfied: unsatisfied
unseemly: unseemly
unseen: unseen
unselfishly: unselfishly
unsettled: unsettled
unshakable: unshakable
unshaven: unshaven
unsheathed: unsheathed
unsmiling: unsmiling
unsoldierly: unsoldierly
unsolved: unsolved
unsoundly: unsoundly
unspent: unspent
unspoilt: unspoilt
unsteady: unsteady
unsuccessful: unsuccessful
unsuitable: unsuitable
unsuited: unsuited
unsurpassable: unsurpassable
unsymmetrically: unsymmetrically
unsympathizing: unsympathizing
unteachable: unteachable
unthinkable: unthinkable
untidy: untidy
untie: untied
untimely: untimely
untrained: untrained
untried: untried
untrue: untrue
untruth: untruth
unusual: unusual
unusually: unusually
unutterable: unutterable
unweaned: unweaned
unwell: unwell
unwilling: unwilling
unwillingly: unwillingly
unworthy: unworthy
unwounded: unwounded
unwrinkle: unwrinkled
unwrinkled: unwrinkled
unwritten: unwritten
upbraid: upbraid
update: updated
uphill: uphill
uphold: upheld,uphold,upholding
upkeep: upkeep
upland: upland,uplands
uplift: uplifted,uplifts
uplifted: uplifted
upper: upper
uppermost: uppermost
upraise: upraised
upright: upright
uproar: uproar
upset: upset
upsetting: upsetting
upside: upside
upstairs: upstairs
upward: upward
urge: urged,urging
urgent: urgent
urgently: urgently
urging: urging
usage: usage
useless: useless
uselessly: uselessly
uselessness: uselessness
usher: ushered,ushering
usual: usual
usurper: usurper
utmost: utmost
utter: utter,uttered,uttering,utters
utterance: utterance
utterly: utterly
vacancy: vacancies,vacancy
vacant: vacant
vacate: vacated
vacillate: vacillating
vacillation: vacillation
vague: vague
vaguely: vaguely
vain: vain
vainglorious: vainglorious
vainly: vainly
valet: valet,valets
valiant: valiant
valid: valid
valley: valley,valleys
valor: valor
valse: valse
valuable: valuable,valuables
vanguard: vanguard
vanish: vanish,vanished,vanishes
vanity: vanities,vanity
vanquish: vanquish,vanquished
variance: variance
variation: variation,variations
varied: varied
variegate: variegated
variety: variety
variously: variously
varnish: varnish,varnished
vary: varying
vase: vases
vast: vast
vault: vault
veal: veal
vegetation: vegetation
vehemence: vehemence
vehement: vehement
vehemently: vehemently
vehicle: vehicle,vehicles
veil: veil,veiled
vein: veins
vell: vell
velocity: velocity
velvet: velvet,velvets
velvety: velvety
venal: venal
venerable: venerable
veneration: veneration
venetian: venetian
vent: vent
venture: venture,ventured,venturing
veranda: veranda
verbal: verbal
verdure: verdure
verse: verse,verses
verser: verser
verses: verses
vessel: vessel,vessels
vest: vest
vestibule: vestibule
vestment: vestments
veteran: veteran,veterans
vex: vex,vexed
vexation: vexation
vexatious: vexatious
vibrate: vibrated,vibrating
vibration: vibration
vice: vice,vices
vicious: vicious
viciously: viciously
vicissitude: vicissitudes
vicomte: vicomte
victim: victim,victims
victor: victor
victorious: victorious
victory: victories,victory
vie: vie
vienna: vienna
viennese: viennese
view: view,views
vigor: vigor
vigorous: vigorous
vigorously: vigorously
vii: vii
viii: viii
vile: vile
vileness: vileness
vill: vill
village: village,villages
villain: villain
ville: ville
vindictive: vindictive
violence: violence
violent: violent
violently: violently
violin: violin,violins
virgin: virgin
virginal: virginal
virile: virile
virtue: virtue,virtues
virtuous: virtuous
virulence: virulence
virulent: virulent
virulently: virulently
vise: vise
visible: visible
visibly: visibly
vision: vision,visions
visionary: visionary
visit: visit,visited,visiting,visits
visitor: visitor,visitors
visualize: visualized
vital: vital
viva: viva
vivacity: vivacity
vivat: vivat
vive: vive
vivid: vivid
vividly: vividly
vividness: vividness
vo: vo
vocation: vocation
vodka: vodka
vogue: vogue
voice: voice,voices
voisinage: voisinage
volatile: volatile
volcano: volcano
volition: volition
volley: volley,volleys
voltaire: voltaire
volume: volume
voluntary: voluntary
volunteer: volunteer
von: von
vortex: vortex
vouchsafe: vouchsafe
vow: vow
vulgarity: vulgarity
wa: wa
waddle: waddling
wade: waded
waft: wafting
wag: wag,wagged,wags
wager: wager
waggish: waggish
wagon: wagon,wagons
wail: wail,wailed
waist: waist,waists
waistcoat: waistcoat
waisted: waisted
wait: wait,waited,waiting,waits
waiter: waiter
waiting: waiting
waitress: waitresses
wake: wake,wakes,waking,woke
waken: waken
walk: walk,walked,walking,walks
walking: walking
wall: wall,walls
wallet: wallet
wallflower: wallflower
walnut: walnuts
waltz: waltz
wander: wander,wandered,wandering
wanderings: wanderings
war: war,wars
ward: ward,wards
wardrobe: wardrobe
wares: wares
warlike: warlike
warm: warm,warmed,warmer,warmest,warming
warmly: warmly
warmth: warmth
warn: warn,warned
warning: warning
warped: warped
warrant: warrant
warrior: warrior
warsaw: warsaw
wartime: wartime
wary: wary
wash: wash,washed,washing
waste: wasted,wasting
wasteland: wasteland
wat: wat
watch: watch,watched,watching
watchful: watchful
watchword: watchword
water: water,waters
watering: watering
wattle: wattle
wave: wave,waved,waves,waving
waver: waver,wavered,wavering
wax: wax
waxen: waxen
weak: weak,weaker
weaken: weakened
weakness: weakness,weaknesses
weal: weal
wealth: wealth
wealthy: wealthier,wealthy
weapon: weapon,weapons
wear: wear,wearing,wore,worn
wearied: wearied
wearily: wearily
weariness: weariness
wearisome: wearisome
weary: wearied,weary
weather: weather
weathercock: weathercock
wedding: wedding
wedge: wedge,wedged
wednesday: wednesday
week: week,weeks
weep: weep,weeping,wept
weigh: weigh,weighed,weighing,weighs
weight: weight
weighty: weighty
welfare: welfare
welt: welt
west: west
western: western
wet: wet,wetted,wetting
wetched: wetched
wh: wh
whatnot: whatnot,whatnots
whatsoever: whatsoever
wheat: wheat
wheedle: wheedled
wheel: wheel,wheeled,wheels
wheels: wheels
whiff: whiff
whine: whine,whined
whining: whining
whip: whip,whipped,whips
whipper: whippers
whirl: whirl,whirled,whirling
whirled: whirled
whirlpool: whirlpool
whirr: whirr
whisker: whiskers
whisper: whisper,whispered,whispering,whispers
whispering: whispering
whist: whist
whistle: whistle,whistled,whistling
whit: whit
white: white
whiten: whitening
whiteness: whiteness
whites: whites
whiz: whizzed,whizzing
wicked: wicked
wicket: wicket
wide: wide,wider
widen: widened
widow: widow
widower: widower
wife: wife,wives
wig: wig
wight: wight
wigless: wigless
wild: wild
wildly: wildly
willingly: willingly
willingness: willingness
wily: wily
win: win,winning,wins
wince: winced,wincing
wind: wind,winding,wound
window: window,windows
windowpane: windowpanes
wine: wine,wines
wineglass: wineglass,wineglasses
wing: wing,wings
wink: wink,winked,winking
winning: winning
winter: winter
wintry: wintry
wipe: wipe,wiped,wiping
wisdom: wisdom
wise: wise,wiser,wisest
wisp: wisps
wit: wit,wits
witch: witches
wite: witing
withdraw: withdraw,withdrawn,withdrew
withdrawal: withdrawal
withered: withered
withers: withers
withstand: withstand
witness: witness,witnessed,witnesses
witted: witted
witticism: witticisms
wittily: wittily
witty: witty
wiz: wiz
woe: woes
wolf: wolf,wolves
wolfhound: wolfhounds
woman: woman,women
womanish: womanish
womanly: womanly
wonderful: wonderful
wood: wood,woods
woodcutting: woodcutting
wooded: wooded
wooden: wooden
wool: wool
woolen: woolen
woolwork: woolwork
word: word,worded
wording: wording
workbag: workbag
worker: worker
workshop: workshops
worldliness: worldliness
worldly: worldly
worm: worming
worn: worn
worried: worried
worry: worried,worry,worrying
worshiper: worshiper
worst: worsted
worth: worth
worthily: worthily
worthless: worthless
worthlessness: worthlessness
worthy: worthier,worthy
wound: wound,wounded,wounds
wounded: wounded
wrangle: wrangle
wrap: wrap,wrapped,wrapping,wraps
wrath: wrath
wrathful: wrathful
wrathfully: wrathfully
wrench: wrenched,wrenching
wretch: wretch,wretches
wretched: wretched
wriggle: wriggle,wriggled,wriggling
wring: wring
wringing: wringing
wrinkle: wrinkle,wrinkled,wrinkles,wrinkling
wrist: wrist,wrists
write: write,writes,writing,written,wrote
writing: writing
wrong: wrong,wronged,wrongs
wrongly: wrongly
wurst: wurst
xi: xi
xii: xii
xiii: xiii
xiv: xiv
xix: xix
xvi: xvi
xvii: xvii
xviii: xviii
xx: xx
xxi: xxi
xxii: xxii
xxiii: xxiii
xxiv: xxiv
xxv: xxv
xxx: xxx
yard: yard,yards
yawn: yawn,yawning
yell: yells
yellow: yellow
yellowish: yellowish
yelp: yelp,yelping
yesterday: yesterday
yield: yield,yielded,yielding
yond: yonder
york: york
youngster: youngsters
youth: youth,youths
youthful: youthful
youthfully: youthfully
youthfulness: youthfulness
zat: zat
zeal: zeal
zealous: zealous
zealously: zealously
zen: zen
zenith: zenith
