ab: ab
traverse: traverse,traversed
treacherous: treacherous
treachery: treachery
tread: tread,trod
treason: treason
treasonable: treasonable
treasure: treasure,treasures
treasurer: treasurer,treasurers
treasury: treasuries,treasury
treat: treat,treated,treating,treats
treatise: treatise,treatises
treatment: treatment
treaty: treaties,treaty
treble: treble
tree: tree,trees
tremble: trembled,trembles,trembling
tremendous: tremendous
tremulous: tremulous
trench: trenches
trent: trent
tres: tres
trespass: trespassed
tri: tri
triad: triad
trial: trial,trials
triangle: triangle
tribe: tribe,tribes
tribunal: tribunal,tribunals
tribune: tribune,tribunes
tribunes: tribunes
tributary: tributary
tribute: tribute,tributed,tributes
trick: trick
trident: trident
triennial: triennial
trifle: trifling
trifling: trifling
trinitarian: trinitarian
trinity: trinities,trinity
triple: triple
tripod: tripod
tripoli: tripoli
triumph: triumph,triumphed,triumphs
triumphal: triumphal
triumphant: triumphant
triumphantly: triumphantly
triumvir: triumvir
trivial: trivial
trod: trod
trois: trois
trojan: trojan,trojans
trone: trone
troop: troop
troops: troops
trophy: trophies,trophy
tropics: tropics
trouble: trouble,troubles
troy: troy
truce: truce
true: true
trumpet: trumpet,trumpets
trunk: trunk,trunks
trust: trust,trusted,trusts
trusty: trusty
truth: truth,truths
tu: tu
tubing: tubing
tui: tui
tuis: tuis
tuition: tuition
tum: tum
tumult: tumult,tumults
tumultuary: tumultuary
tumultuous: tumultuous
tune: tuned
turbulent: turbulent
turgid: turgid
turkey: turkey
turkish: turkish
turks: turks
turret: turret
tuscan: tuscan
tuscany: tuscany
tutelar: tutelar
tutus: tutus
twelfth: twelfth
twelvemonth: twelvemonth
twentieth: twentieth
twinkle: twinkle
twist: twisted
type: type
tyranni: tyranni
tyrannical: tyrannical
tyrannicide: tyrannicide
tyranny: tyranny
tyrant: tyrant,tyrants
tyre: tyre
tyrian: tyrian
ubi: ubi
ubique: ubique
ugly: ugly
ulster: ulster
ult: ult
ultimately: ultimately
ultimo: ultimo
ultimum: ultimum
ulysses: ulysses
unable: unable
unaccountably: unaccountably
unacquainted: unacquainted
unalienable: unalienable
unalterable: unalterable
unambitious: unambitious
unanimous: unanimous
unanimously: unanimously
unanswerable: unanswerable
unarmed: unarmed
unassisted: unassisted
unavailing: unavailing
unbeliever: unbelievers
unbelieving: unbelieving
unbiased: unbiased
unblemished: unblemished
unblushing: unblushing
unbounded: unbounded
unbroken: unbroken
uncandid: uncandid
uncertain: uncertain
uncertainty: uncertainty
uncharitable: uncharitable
uncle: uncle,uncles
unclean: unclean
uncombed: uncombed
uncommon: uncommon
uncomplying: uncomplying
unconditional: unconditional
unconnected: unconnected
unconquerable: unconquerable
unconscious: unconscious
uncorrupted: uncorrupted
unction: unction
uncultivated: uncultivated
undaunted: undaunted
unde: unde
undeniable: undeniable
undergo: undergo,undergone
undermine: undermine,undermined,undermining
understand: understand,understands,understood
understanding: understanding,understandings
undertake: undertake,undertaken,undertakes,undertook
undertaking: undertaking
undeserved: undeserved
undeserving: undeserving
undetermined: undetermined
undigested: undigested
undiminished: undiminished
undisciplined: undisciplined
undiscovered: undiscovered
undisputed: undisputed
undissembled: undissembled
undistinguishing: undistinguishing
undisturbed: undisturbed
undivided: undivided
undoubtedly: undoubtedly
undress: undress
uneasiness: uneasiness
unencumbered: unencumbered
unenlightened: unenlightened
unequal: unequal
unerring: unerring
unexceptionable: unexceptionable
unexhausted: unexhausted
unexpected: unexpected
unexpectedly: unexpectedly
unexperienced: unexperienced
unfair: unfair
unfashionable: unfashionable
unfavorable: unfavorable
unfeeling: unfeeling
unfinished: unfinished
unfit: unfit
unfold: unfolded
unforeseen: unforeseen
unforgiving: unforgiving
unfortunate: unfortunate
unfriendly: unfriendly
ungenerous: ungenerous
ungovernable: ungovernable
ungoverned: ungoverned
ungrateful: ungrateful
unguarded: unguarded
unhallowed: unhallowed
unhappy: unhappy
unhurt: unhurt
uni: uni
uniform: uniform
uniformity: uniformity
uniformly: uniformly
unimpaired: unimpaired
uninformed: uninformed
uninhabitable: uninhabitable
unintelligible: unintelligible
uninteresting: uninteresting
uninterrupted: uninterrupted
union: union
unitarian: unitarians
unite: unite,united,unites
united: united
unity: unity
unius: unius
universal: universal
universally: universally
universe: universe
university: university
unjust: unjust
unjustifiable: unjustifiable
unjustly: unjustly
unknowingly: unknowingly
unknown: unknown
unladen: unladen
unlawful: unlawful
unlettered: unlettered
unlimited: unlimited
unmanly: unmanly
unmarried: unmarried
unmeaning: unmeaning
unmerited: unmerited
unmindful: unmindful
unmoved: unmoved
unnatural: unnatural
unnecessary: unnecessary
unpaid: unpaid
unpardonable: unpardonable
unphilosophical: unphilosophical
unpopular: unpopular
unpractised: unpractised
unpremeditated: unpremeditated
unprepared: unprepared
unprofitable: unprofitable
unpromise: unpromising
unqualified: unqualified
unquestionable: unquestionable
unrelenting: unrelenting
unremitting: unremitting
unreserved: unreserved
unresisting: unresisting
unripened: unripened
unrivalled: unrivalled
unsatisfactory: unsatisfactory
unsatisfied: unsatisfied
unseasonable: unseasonable
unseen: unseen
unsettled: unsettled
unshaken: unshaken
unsheathed: unsheathed
unskilfulness: unskilfulness
unskilled: unskilled
unskillful: unskillful
unskillfully: unskillfully
unsocial: unsocial
unstained: unstained
unsuccessful: unsuccessful
unsullied: unsullied
unsupported: unsupported
unsuspected: unsuspected
unsuspecting: unsuspecting
unsuspicious: unsuspicious
untiled: untiled
untimely: untimely
untrod: untrod
untutored: untutored
unum: unum
unusual: unusual
unwarily: unwarily
unwarlike: unwarlike
unwholesome: unwholesome
unwilling: unwilling
unworthily: unworthily
unworthy: unworthy
upbraid: upbraids
update: updated
uplifted: uplifted
upper: upper
upright: upright
upstart: upstart
ur: ur
urbana: urbana
urge: urge,urged,urges,urging
urgent: urgent
urn: urns
usage: usage,usages
useless: useless
usher: usher,ushers
usque: usque
usu: usu
usual: usual
usucaption: usucaption
usurer: usurer
usurp: usurp,usurped,usurping
usurpation: usurpation
usurper: usurper,usurpers
usury: usury
ut: ut
utensil: utensils
utero: utero
uti: uti
utility: utility
utinam: utinam
utmost: utmost
utter: utter,uttered
utterly: utterly
vacancy: vacancies,vacancy
vacant: vacant
vacillate: vacillating
vagabond: vagabonds
vagitus: vagitus
vagrant: vagrant,vagrants
vague: vague
vain: vain,vainest
vainly: vainly
vale: vale
valens: valens
valent: valent
valentinian: valentinian
valeria: valeria
valerian: valerian
vales: vales
valet: valet
valiant: valiant
validity: validity
valley: valley,valleys
valois: valois
valor: valor
valuable: valuable
valuation: valuation,valuations
van: van
vandal: vandal,vandals
vandalic: vandalic
vandals: vandals
vanish: vanished
vanity: vanity
vanquish: vanquish,vanquished,vanquishing
vapor: vapor
varia: varia
variation: variations
variations: variations
varied: varied
variegate: variegated
variety: varieties,variety
variously: variously
varronian: varronian
vary: varied,varying
vassal: vassals
vassalage: vassalage
vast: vast
vatican: vatican
vegetable: vegetable
vegetation: vegetation
vehemence: vehemence
vehement: vehement
vehemently: vehemently
veil: veil
vein: veins
vel: vel
venal: venal
venality: venality
venditor: venditor
venerable: venerable
veneration: veneration
venetian: venetian
vengeance: vengeance
venial: venial
venice: venice
venom: venom
venomous: venomous
venture: venture,ventured,ventures,venturing
venus: venus
ver: ver,vers
veracity: veracity
verbal: verbal
verbum: verbum
verdure: verdure
verge: verge
veri: veri
verifier: verifier
verify: verified
verisimilitude: verisimilitude
veritable: veritable
verity: verity
verona: verona
verse: verse,versed,verses
version: version,versions
verus: verus
vessel: vessel,vessels
vest: vest,vested
vesta: vesta
vestal: vestal
vestige: vestige,vestiges
vestment: vestments
vesuvius: vesuvius
vet: vet
veteran: veteran,veterans
vetus: vetus
vexation: vexations
vexatious: vexatious
vexilla: vexilla
vial: vial
vibrate: vibrate
vicar: vicar,vicars
vice: vice,vices
vicegerent: vicegerent,vicegerents
vicinity: vicinity
vicissitude: vicissitudes
victim: victim,victims
victor: victor,victors
victorious: victorious
victoriously: victoriously
victory: victories,victory
victus: victus
videtur: videtur
vie: vie,vied
vienna: vienna
view: view,viewed,viewing,views
vigil: vigil,vigils
vigilance: vigilance
vigilant: vigilant
vigor: vigor
vigorous: vigorous
vigorously: vigorously
vii: vii
viii: viii
vile: vile,vilest
villa: villa
village: village,villages
vim: vim
vincent: vincent
vindex: vindex
vindicate: vindicate,vindicated,vindicating
vindication: vindication
vine: vine,vines
vinegar: vinegar
vineyard: vineyards
vino: vino
violate: violate,violated,violating
violation: violation
violence: violence,violences
violent: violent
viper: viper
vire: vires
virgil: virgil
virgin: virgin,virgins
virginity: virginity
virtue: virtue,virtues
virtuous: virtuous
vis: vis
visible: visible
vision: vision,visions
visionary: visionary
visit: visit,visited,visits
visitation: visitation
visitor: visitors
vita: vita
vital: vital
vitals: vitals
vizier: vizier,viziers
viziers: viziers
vobis: vobis
vocation: vocation
voce: voce,voces
voice: voice,voices
void: void
volga: volga
voltaire: voltaire
volume: volume,volumes
voluminous: voluminous
voluntarily: voluntarily
voluntary: voluntary
volunteer: volunteers
vomit: vomited
von: von
voracious: voracious
votary: votaries,votary
vote: vote,voted,votes
voting: voting
votive: votive
voucher: voucher
vow: vows
vows: vows
voyage: voyage,voyages
voyages: voyages
vulgar: vulgar
vulgate: vulgate
vulgus: vulgus
wade: wades
waft: wafted
wage: wage,waged
wagner: wagner
wagon: wagon,wagons
wait: wait,waited,waiting
waive: waiving
wake: waking
walk: walked,walking,walks
wall: wall,walls
wander: wandered,wandering
wanderer: wanderer,wanderers
wanderings: wanderings
wanton: wanton
war: war,wars
wardrobe: wardrobe
warfare: warfare
warlike: warlike
warm: warm,warmed,warmest
warmly: warmly
warmth: warmth
warn: warned
warning: warning
warrant: warrant,warranted
warrior: warrior,warriors
wash: wash,washed
waste: waste,wasted,wasting
watch: watch,watched
water: water,watered,waters
waterman: watermen
wave: waved,waves
waver: waver,wavering
wax: wax
waxen: waxen
weak: weak,weaker
weaken: weaken,weakened
weakly: weakly
weakness: weakness
wealth: wealth
wealthy: wealthiest,wealthy
weapon: weapon,weapons
wear: wear,wearing,worn
wearied: wearied
weary: weary
weather: weather
weaving: weaving
week: weeks
weep: weep,weeping,wept
weigh: weigh,weighed,weighing
weight: weight,weights
weighty: weighty
welfare: welfare
welt: welt
west: west
western: western
westward: westward
wet: wet
whatsoever: whatsoever
wheat: wheat
wheel: wheel,wheeled,wheels
whimsical: whimsical
whip: whipped
whirlwind: whirlwind
whisper: whisper,whispered,whispers
white: white
wicked: wicked
wickedness: wickedness
wicker: wicker
wide: wide
widen: widened
widow: widow,widows
wield: wielded
wife: wife,wives
wild: wild
wilderness: wilderness
wildest: wildest
wilful: wilful
william: william
winchester: winchester
wind: wind,winding,winds,wound
winding: windings
wine: wine,wines
wing: wing,wings
winter: winter,winters
wipe: wiped,wiping
wisdom: wisdom
wise: wise,wisest
wisely: wisely
wit: wit
witch: witch
witchcraft: witchcraft
withdraw: withdraw,withdrawing,withdrawn,withdrew
withhold: withheld
withstand: withstand,withstood
witness: witness,witnesses
wolf: wolf,wolves
woman: woman,women
womb: womb
wonderful: wonderful
wonted: wonted
wood: wood,woods
wooden: wooden
woody: woody
woollen: woollen
word: word
workings: workings
workman: workman,workmen
workmanship: workmanship
workshop: workshop
worms: worms
wormwood: wormwood
worship: worship,worshipped,worshipping
worshipper: worshippers
worth: worth
worthless: worthless
worthy: worthy
wound: wound,wounded,wounding,wounds
wounded: wounded
wrath: wrath
wreath: wreath
wreck: wreck
wrest: wrest,wresting
wrestle: wrestled
wrestler: wrestlers
wretch: wretch,wretches
wretched: wretched
wretchedness: wretchedness
wrinkle: wrinkled
write: write,writes,writing,written,wrote
writer: writer,writers
writing: writing
writings: writings
xi: xi
xii: xii
xiii: xiii
xiv: xiv
xix: xix
xvi: xvi
xvii: xvii
xviii: xviii
xx: xx
xxi: xxi
xxii: xxii
xxiii: xxiii
xxiv: xxiv
xxv: xxv
xxx: xxx
yard: yard,yards
yearly: yearly
yemen: yemen
yield: yield,yielded,yielding
yielding: yielding
yoke: yoke
york: york
youth: youth,youths
youthful: youthful
zea: zea
zeal: zeal
zealand: zealand
zealot: zealots
zealots: zealots
zealous: zealous
zebra: zebra
zend: zend
zenobia: zenobia
zeugma: zeugma
zone: zone,zones
