abalone: abalone
vicissitude: vicissitudes
victim: victim,victims
victimize: victimized
victor: victor
victoria: victoria
victorious: victorious
victory: victory
video: video
view: view,viewed,views
viewpoint: viewpoint
vigil: vigil
vigor: vigor
vigorous: vigorous
vigorously: vigorously
viii: viii
village: village,villages
villager: villagers
villainous: villainous
vincent: vincent
vinci: vinci
vinegar: vinegar
vingt: vingt
violate: violate
violation: violation
violence: violence
violent: violent
violently: violently
violet: violet,violets
virgil: virgil
virgin: virgin
virginal: virginal
virgularia: virgularia
virtually: virtually
virtue: virtue,virtues
viscous: viscous
visible: visible
visibly: visibly
vision: vision,visions
visit: visit,visited,visiting,visits
visitor: visitors
vista: vista
vital: vital
vitality: vitality
viti: viti
vivid: vivid
viviparous: viviparous
vocabulary: vocabulary
vocation: vocation
voice: voice,voiced,voices,voicing
voices: voices
volatile: volatile
volcanic: volcanic
volcano: volcano,volcanoes
volga: volga
voltage: voltage
volume: volume,volumes
voluntarily: voluntarily
voluntary: voluntary
volunteer: volunteer
volute: volute
vomit: vomit,vomited,vomiting
voracious: voracious
voracity: voracity
vortex: vortex
vouch: vouch
vow: vow,vowed
vowel: vowels
voyage: voyage,voyaged,voyages,voyaging
vulture: vultures
wade: wading
waft: wafting
wag: wag,wags
wage: wage,waged
wagner: wagner
waist: waist,waists
waistband: waistbands
wait: wait,waited,waiting
waiter: waiter
wake: wake,wakes,waking,woke,woken
wales: wales
walk: walk,walked,walking
walking: walking
wall: wall,walls
walled: walled
wallop: wallop,walloped
walnut: walnut
walrus: walruses
walter: walter
wander: wander,wandered,wandering
war: war,wars
ward: ward,warding
warden: wardens
wardrobe: wardrobe
warfare: warfare
warlike: warlike
warm: warm,warmed,warmer,warms
warmly: warmly
warmth: warmth
warn: warn,warned
warning: warning,warnings
warp: warping
warship: warship,warships
wash: washed,washes,washing
washington: washington
washstand: washstand
waste: waste,wasted,wasting
watch: watch,watched,watches,watching
water: water,watered,waters
watercolorist: watercolorist
watercourse: watercourses
watering: watering
waterline: waterline
waterproof: waterproof
waters: waters
waterside: waterside
waterspout: waterspout,waterspouts
watertight: watertight
waterway: waterways
watery: watery
wave: wave,waves,waving
wax: wax
waylay: waylaid
weak: weak,weaker
weaken: weaken,weakened,weakens
weakness: weakness
wealth: wealth
wealthy: wealthiest
weapon: weapon,weapons
wear: wear,wearing,wears,wore,worn
weariness: weariness
weary: weary
weather: weather
weave: woven
weber: weber
wedge: wedge
weed: weed,weeds
week: week,weeks
weep: weeping,wept
weever: weevers
weigh: weigh,weighed,weighing,weighs
weight: weight,weighted
weighty: weighty
wellnigh: wellnigh
wentletrap: wentletrap
wessel: wessel
west: west
westerly: westerly
western: western
westward: westward
wet: wet
whale: whale,whales,whaling
whaleboat: whaleboat
whalebone: whalebone
whaler: whaler,whalers
whales: whales
whaling: whaling
wharf: wharf,wharves
wheat: wheat
wheel: wheel,wheeled,wheels
wheeler: wheeler
wheelhouse: wheelhouse
whelk: whelk,whelks
whiff: whiffs
whimsical: whimsical
whimsically: whimsically
whip: whip
whirl: whirl,whirled,whirling
whirlpool: whirlpool
whisker: whiskers
whistle: whistled,whistling
white: white
whiten: whitened,whitening
whitened: whitened
whiteness: whiteness
whitish: whitish
whiz: whizzed
wholehearted: wholehearted
wholeheartedly: wholeheartedly
wholesome: wholesome
wick: wick,wicks
wicked: wicked
wide: wide,wider,widest
widen: widens
wield: wielded,wielding
wife: wife
wild: wild
wilderness: wilderness
wildest: wildest
wildfowl: wildfowl
wildly: wildly
william: william
win: win,winning
wince: wincing
wind: wind,winding,winds,wound
winded: winded
windedness: windedness
winding: windings
window: window,windowed,windows
windowpane: windowpane
windward: windward
wine: wine
wing: wing,winged,wings
winged: winged
wingspan: wingspan,wingspans
wink: wink
winter: winter
wipe: wipe,wiped
wire: wire,wires
wiring: wiring
wisdom: wisdom
wise: wise,wiser
wisely: wisely
wisp: wisps
wit: wit
withdraw: withdraw,withdrawn,withdrew
withstand: withstand,withstanding,withstood
witness: witness,witnessed
witticism: witticism,witticisms
witty: witty
wobble: wobbling
woe: woe,woes
wolf: wolf,wolfing,wolves
wolffish: wolffish
woman: woman,women
womb: womb
wonderful: wonderful
wonderfully: wonderfully
wonderment: wonderment
wondrous: wondrous
wondrously: wondrously
wood: wood,woods
woodcock: woodcocks
wooded: wooded
wooden: wooden
woolly: woolly
word: word,worded
wording: wording
workday: workday
worker: workers
workman: workman,workmen
workshop: workshops
worktable: worktable
worldwide: worldwide
worm: worms
wormfish: wormfish
worn: worn
worried: worried
worry: worried,worries,worry
worship: worshipping
worth: worth
worthless: worthless
worthwhile: worthwhile
worthy: worthy
wound: wound,wounded,wounds
wounded: wounded
wow: wow
wrack: wrack
wrap: wrapped
wrasse: wrasse
wreath: wreaths
wreathe: wreathed,wreathing
wreck: wreck,wrecked
wreckage: wreckage
wrecked: wrecked
wrench: wrench,wrenched
wrest: wrest,wrested,wresting
wretched: wretched
wretchedly: wretchedly
wrinkle: wrinkled,wrinkles
writ: writs
write: write,writes,writing,written,wrote
writer: writer,writers
writhe: writhed,writhing
writing: writing
wrong: wrong
xanthid: xanthid
xiphias: xiphias
xiv: xiv
xvi: xvi
yachtsman: yachtsman
yam: yams
yank: yanked
yankee: yankee
yard: yard
yardarm: yardarm,yardarms
yarn: yarns
yawn: yawning
yawns: yawns
yearly: yearly
yell: yell,yelled,yelling,yells
yellow: yellow,yellowed,yellowing
yellowish: yellowish
yelp: yelped
yeoman: yeoman
yesterday: yesterday
yield: yield,yielded,yielding
yikes: yikes
yoke: yoke
yonder: yonder
york: york
yorkers: yorkers
youngster: youngsters
youthful: youthful
yuletide: yuletide
zeal: zeal
zealand: zealand
zealot: zealots
zealous: zealous
zenith: zenith
zest: zest
zigzag: zigzags
zinc: zinc
zoantharia: zoantharia
zodiacal: zodiacal
zone: zone,zones
zones: zones
zoo: zoo
zoological: zoological
zoophyte: zoophyte,zoophytes
